chunk_id,entity_type,entity_name,entity_attributes,canonical_entity
ccd3c3d1-2285-43f8-81e7-25080c05ed60,Person,Clover,"{'name': None, 'gender': None, 'role': 'cart-horse', 'description': 'a stout motherly mare', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
ccd3c3d1-2285-43f8-81e7-25080c05ed60,Person,Muriel,"{'name': None, 'gender': None, 'role': None, 'description': 'the white goat', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Muriel
ccd3c3d1-2285-43f8-81e7-25080c05ed60,Person,Benjamin,"{'name': None, 'gender': None, 'role': 'donkey', 'description': 'the oldest animal on the farm', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Benjamin
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,Boxer,"{'name': None, 'gender': 'Male', 'role': None, 'description': 'A horse', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Time,Sundays,{},Sundays
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Location,small paddock beyond the orchard,{},small paddock behind the orchard
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Object,ducklings,{},ducklings
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,Clover,"{'name': None, 'gender': 'Female', 'role': None, 'description': 'A horse', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Location,barn,{},Barn
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,Mollie,"{'name': None, 'gender': 'Female', 'role': None, 'description': 'The foolish, pretty white mare', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mollie
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Object,trap,{},trap
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Object,lump of sugar,{},lump of sugar
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Object,red ribbons,{},red ribbons
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,cat,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",cat
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,Major,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Person,Moses,"{'name': None, 'gender': None, 'role': None, 'description': 'The tame raven', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Moses
63cd4bb5-0aa8-452b-bc5a-72ab27fb67eb,Location,back door,{},back door
3b43bcdd-854f-4498-bf04-a6ff8fbe605e,Location,earth,{},Earth
3b43bcdd-854f-4498-bf04-a6ff8fbe605e,Location,England,{},England
3b43bcdd-854f-4498-bf04-a6ff8fbe605e,Person,Man,{},Man
be7ea89d-3008-4383-a1c8-061506360c5f,Person,Man,"{'name': None, 'gender': None, 'role': None, 'description': 'creature that consumes without producing', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Man
be7ea89d-3008-4383-a1c8-061506360c5f,Person,Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
be7ea89d-3008-4383-a1c8-061506360c5f,Person,Clover,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
be7ea89d-3008-4383-a1c8-061506360c5f,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
f8af89c3-2e50-4b97-9cab-c684493300b3,Person,Jones,{},Jones
f8af89c3-2e50-4b97-9cab-c684493300b3,Object,knacker,{},knacker
f8af89c3-2e50-4b97-9cab-c684493300b3,Object,foxhounds,{},foxhounds
f8af89c3-2e50-4b97-9cab-c684493300b3,Object,dogs,{},dogs
f8af89c3-2e50-4b97-9cab-c684493300b3,Concept,tyranny of human beings,{},tyranny of human beings
f8af89c3-2e50-4b97-9cab-c684493300b3,Person,Man,{},Man
f8af89c3-2e50-4b97-9cab-c684493300b3,Event,Rebellion,{},rebellion
f8af89c3-2e50-4b97-9cab-c684493300b3,Person,Major,{},Major
f8af89c3-2e50-4b97-9cab-c684493300b3,Object,rats,{},rats
5fde1424-8710-4376-9eb3-924101fe5286,Object,dogs,{},dogs
5fde1424-8710-4376-9eb3-924101fe5286,Object,holes,{},holes
5fde1424-8710-4376-9eb3-924101fe5286,Object,rats,{},rats
5fde1424-8710-4376-9eb3-924101fe5286,Person,Major,"{'name': None, 'gender': None, 'role': 'Speaker', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
5fde1424-8710-4376-9eb3-924101fe5286,Concept,silence,{},silence
5fde1424-8710-4376-9eb3-924101fe5286,Concept,Comradeship,{},Comradeship
5fde1424-8710-4376-9eb3-924101fe5286,Object,rabbits,{},rabbits
5fde1424-8710-4376-9eb3-924101fe5286,Object,cat,{},cat
5fde1424-8710-4376-9eb3-924101fe5286,Person,Man,{},Man
5fde1424-8710-4376-9eb3-924101fe5286,Concept,duty of enmity,{},duty of enmity
5fde1424-8710-4376-9eb3-924101fe5286,Object,house,{},house
5fde1424-8710-4376-9eb3-924101fe5286,Object,bed,{},bed
5fde1424-8710-4376-9eb3-924101fe5286,Object,clothes,{},clothes
5fde1424-8710-4376-9eb3-924101fe5286,Object,alcohol,{},alcohol
5fde1424-8710-4376-9eb3-924101fe5286,Object,tobacco,{},tobacco
5fde1424-8710-4376-9eb3-924101fe5286,Object,money,{},money
5fde1424-8710-4376-9eb3-924101fe5286,Concept,trade,{},trade
5fde1424-8710-4376-9eb3-924101fe5286,Concept,equality,{},equality
5fde1424-8710-4376-9eb3-924101fe5286,Concept,dream,{},dream
5fde1424-8710-4376-9eb3-924101fe5286,Location,earth,{},Earth
b3f1fda9-9bf1-4fee-82c9-5826694a748b,Person,Old Major,"{'name': None, 'gender': None, 'role': 'Singer', 'description': 'An old pig', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Old Major
b3f1fda9-9bf1-4fee-82c9-5826694a748b,Concept,Beasts of England,"{'name': None, 'gender': None, 'role': None, 'description': 'An old song', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Beasts of England
b3f1fda9-9bf1-4fee-82c9-5826694a748b,Person,Man,"{'name': None, 'gender': None, 'role': 'Tyrant', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Man
b3f1fda9-9bf1-4fee-82c9-5826694a748b,Location,England,{},England
b3f1fda9-9bf1-4fee-82c9-5826694a748b,Location,Ireland,{},Ireland
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Person,Major,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Major
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Location,England,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",England
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Location,Ireland,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Ireland
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Concept,freedom,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Freedom
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Location,every land,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",every land
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Location,clime,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",clime
d0cb1fbf-c986-45da-8540-1db4fcdac5e1,Time,the golden future time,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",the golden future time
0749c1a5-8786-4984-a9e6-439fa9b2974d,Person,Major,"{'name': None, 'gender': None, 'role': None, 'description': 'old', 'birthDate': None, 'deathDate': 'Three nights later', 'affiliation': None}",Major
0749c1a5-8786-4984-a9e6-439fa9b2974d,Time,three nights later,{},three nights later
0749c1a5-8786-4984-a9e6-439fa9b2974d,Location,foot of the orchard,{},the foot of the orchard
0749c1a5-8786-4984-a9e6-439fa9b2974d,Time,March,{},March
0749c1a5-8786-4984-a9e6-439fa9b2974d,Time,next three months,{},the next three months
0749c1a5-8786-4984-a9e6-439fa9b2974d,Event,Rebellion,"{'name': None, 'gender': None, 'role': None, 'description': 'predicted by Major', 'birthDate': None, 'deathDate': None, 'affiliation': None}",rebellion
0749c1a5-8786-4984-a9e6-439fa9b2974d,Location,farm,{},farm
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Person,Snowball,"{'name': None, 'gender': None, 'role': 'Leader', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Person,Mollie,"{'name': None, 'gender': None, 'role': None, 'description': 'White mare', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mollie
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,sugar,{},sugar
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,oats,{},oats
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,hay,{},hay
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,ribbons,{},ribbons
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Person,Moses,"{'name': None, 'gender': None, 'role': 'Spy and tale-bearer', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Moses
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Location,Sugarcandy Mountain,"{'name': None, 'gender': None, 'role': None, 'description': 'mysterious country', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Sugarcandy Mountain
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,clover,{},Clover
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,lump sugar,{},lump of sugar
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Object,linseed cake,{},linseed cake
4dbe5849-4172-44b1-87e6-cb738e05e1cb,Concept,Animalism,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Animalism
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Person,Boxer,"{'name': None, 'gender': None, 'role': 'Disciple', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Person,Clover,"{'name': None, 'gender': None, 'role': 'Disciple', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': 'Farmer', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Person,Moses,{},Moses
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Location,Willingdon,{},Willingdon
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Location,Red Lion,{},Red Lion
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Event,Rebellion,{},rebellion
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Time,June,{},June
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Time,Midsummer's Eve,{},Midsummer's Eve
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Time,Saturday,{},Saturday
bd60fa74-0b68-4dda-8a9c-79577afcc36d,Time,Sunday,{},Sunday
e6abb386-8ac2-4efd-9fd3-12514a37676e,Person,Mr. Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mr. Jones
e6abb386-8ac2-4efd-9fd3-12514a37676e,Person,Mrs. Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Mrs. Jones
e6abb386-8ac2-4efd-9fd3-12514a37676e,Person,Moses,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Moses
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,store-shed,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",store-shed
e6abb386-8ac2-4efd-9fd3-12514a37676e,Object,horn,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",horn
e6abb386-8ac2-4efd-9fd3-12514a37676e,Object,bins,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",bins
e6abb386-8ac2-4efd-9fd3-12514a37676e,Person,men,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",men
e6abb386-8ac2-4efd-9fd3-12514a37676e,Object,whips,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",whips
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,bedroom window,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",bedroom window
e6abb386-8ac2-4efd-9fd3-12514a37676e,Object,possessions,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",possessions
e6abb386-8ac2-4efd-9fd3-12514a37676e,Object,carpet bag,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",carpet bag
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,farm,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",farm
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,cart-track,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",cart-track
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,main road,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",main road
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,five-barred gate,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",five-barred gate
e6abb386-8ac2-4efd-9fd3-12514a37676e,Event,Rebellion,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",rebellion
e6abb386-8ac2-4efd-9fd3-12514a37676e,Location,Manor Farm,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Manor Farm
ea7d5f9b-5535-494c-bc11-f885333b99f9,Person,Jones,"{'name': None, 'gender': None, 'role': 'Former Farmer', 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,farm buildings,{},farm buildings
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,harness-room,{},harness-room
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,stables,{},stables
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,bits,{},bits
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,nose-rings,{},nose-rings
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,dog-chains,{},dog-chains
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,knives,"{'name': None, 'gender': None, 'role': None, 'description': 'cruel knives', 'birthDate': None, 'deathDate': None, 'affiliation': None}",knives
ea7d5f9b-5535-494c-bc11-f885333b99f9,Person,Mr. Jones,{},Mr. Jones
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,pigs,{},pigs
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,lambs,{},lambs
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,well,{},well
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,reins,{},reins
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,halters,{},halters
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,blinkers,{},blinkers
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,nosebags,"{'name': None, 'gender': None, 'role': None, 'description': 'degrading', 'birthDate': None, 'deathDate': None, 'affiliation': None}",nosebags
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,rubbish fire,{},rubbish fire
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,yard,{},yard
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,whips,{},whips
ea7d5f9b-5535-494c-bc11-f885333b99f9,Person,Snowball,{},Snowball
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,ribbons,{},ribbons
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,horses' manes,{},horses' manes
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,tails,{},tails
ea7d5f9b-5535-494c-bc11-f885333b99f9,Time,market days,{},market days
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,clothes,{},clothes
ea7d5f9b-5535-494c-bc11-f885333b99f9,Concept,human being,{},human being
ea7d5f9b-5535-494c-bc11-f885333b99f9,Person,Boxer,{},Boxer
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,straw hat,{},straw hat
ea7d5f9b-5535-494c-bc11-f885333b99f9,Time,summer,{},summer
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,flies,{},flies
ea7d5f9b-5535-494c-bc11-f885333b99f9,Person,Napoleon,{},Napoleon
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,store-shed,{},store-shed
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,corn,{},corn
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,biscuits,{},biscuits
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,dog,{},dog
ea7d5f9b-5535-494c-bc11-f885333b99f9,Object,Beasts of England,{},Beasts of England
ea7d5f9b-5535-494c-bc11-f885333b99f9,Time,night,{},night
ea7d5f9b-5535-494c-bc11-f885333b99f9,Time,dawn,{},dawn
ea7d5f9b-5535-494c-bc11-f885333b99f9,Location,pasture,{},pasture
5ba01acd-d204-4511-80eb-50ceaab6df2a,Location,farm,{},farm
5ba01acd-d204-4511-80eb-50ceaab6df2a,Person,Snowball,{},Snowball
5ba01acd-d204-4511-80eb-50ceaab6df2a,Person,Napoleon,{},Napoleon
5ba01acd-d204-4511-80eb-50ceaab6df2a,Location,farm buildings,{},farm buildings
5ba01acd-d204-4511-80eb-50ceaab6df2a,Location,farmhouse,{},farmhouse
5ba01acd-d204-4511-80eb-50ceaab6df2a,Person,Mollie,{},Mollie
5ba01acd-d204-4511-80eb-50ceaab6df2a,Person,Mrs. Jones,{},Mrs. Jones
5ba01acd-d204-4511-80eb-50ceaab6df2a,Object,blue ribbon,{},blue ribbon
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,kitchen,{},kitchen
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Object,barrel of beer,{},barrel of beer
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,scullery,{},scullery
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Person,Boxer,{},Boxer
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,farmhouse,"{'name': None, 'gender': None, 'role': None, 'description': 'museum', 'birthDate': None, 'deathDate': None, 'affiliation': None}",farmhouse
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Person,Snowball,{},Snowball
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Person,Napoleon,{},Napoleon
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Time,Today,{},Today
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Event,hay harvest,{},hay harvest
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Object,old spelling book,{},old spelling book
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Person,Mr. Jones,{},Mr. Jones
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,five-barred gate,{},five-barred gate
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,main road,{},main road
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,Manor Farm,{},Manor Farm
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,Animal Farm,{},Animal Farm
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,farm buildings,{},farm buildings
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Object,ladder,{},ladder
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Location,big barn,{},the big barn
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Concept,Animalism,{},Animalism
40da5307-49cf-42f2-8715-bf1d4bcc6ca5,Concept,Seven Commandments,{},THE SEVEN COMMANDMENTS
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Person,Snowball,"{'name': None, 'gender': None, 'role': 'Leader', 'description': 'Pig', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Person,Squealer,"{'name': None, 'gender': None, 'role': 'Assistant', 'description': 'Pig', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Squealer
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Object,paint-pot,{},paint-pot
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Object,The Seven Commandments,"{'name': None, 'gender': None, 'role': None, 'description': 'List of Rules', 'birthDate': None, 'deathDate': None, 'affiliation': None}",THE SEVEN COMMANDMENTS
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Location,tarred wall,{},tarred wall
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Object,paint-brush,{},paint-brush
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Location,hayfield,{},hayfield
859c803e-9ea0-4cf6-af2e-e7f0346bf946,Concept,Animalism,{},Animalism
d554eaec-e519-4f7f-9a92-765e105ef33b,Person,Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
d554eaec-e519-4f7f-9a92-765e105ef33b,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
d554eaec-e519-4f7f-9a92-765e105ef33b,Person,Clover,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Clover
d554eaec-e519-4f7f-9a92-765e105ef33b,Organization,pigs,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",pigs
d554eaec-e519-4f7f-9a92-765e105ef33b,Organization,horses,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",horses
d554eaec-e519-4f7f-9a92-765e105ef33b,Organization,ducks,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",ducks
d554eaec-e519-4f7f-9a92-765e105ef33b,Organization,hens,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",hens
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,hay,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",hay
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,implements,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",implements
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,tool,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",tool
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,cutter,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",cutter
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,horse-rake,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",the horse-rake
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,bits,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",bits
d554eaec-e519-4f7f-9a92-765e105ef33b,Object,reins,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",reins
d554eaec-e519-4f7f-9a92-765e105ef33b,Event,harvest,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",harvest
d554eaec-e519-4f7f-9a92-765e105ef33b,Location,farm,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",farm
147d7f8c-5089-498c-952b-18488f2fb898,Person,Boxer,"{'name': None, 'gender': None, 'role': None, 'description': 'A hard worker', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Boxer
147d7f8c-5089-498c-952b-18488f2fb898,Person,Jones,{},Jones
147d7f8c-5089-498c-952b-18488f2fb898,Person,Mollie,{},Mollie
147d7f8c-5089-498c-952b-18488f2fb898,Organization,farm,{},farm
147d7f8c-5089-498c-952b-18488f2fb898,Object,threshing machine,{},threshing machine
147d7f8c-5089-498c-952b-18488f2fb898,Object,corn,{},corn
147d7f8c-5089-498c-952b-18488f2fb898,Person,pigs,{},pigs
147d7f8c-5089-498c-952b-18488f2fb898,Person,hens,{},hens
147d7f8c-5089-498c-952b-18488f2fb898,Person,ducks,{},ducks
147d7f8c-5089-498c-952b-18488f2fb898,Person,cockerels,{},cockerels
4877a649-7b6a-4cee-9a46-8722001ec2bb,Person,Jones,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Jones
4877a649-7b6a-4cee-9a46-8722001ec2bb,Object,stone,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",stone
4877a649-7b6a-4cee-9a46-8722001ec2bb,Object,hoof,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",hoof
4877a649-7b6a-4cee-9a46-8722001ec2bb,Person,Benjamin,"{'name': None, 'gender': None, 'role': None, 'description': 'the donkey', 'birthDate': None, 'deathDate': None, 'affiliation': None}",Benjamin
4877a649-7b6a-4cee-9a46-8722001ec2bb,Event,Rebellion,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",rebellion
4877a649-7b6a-4cee-9a46-8722001ec2bb,Time,Sundays,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Sundays
4877a649-7b6a-4cee-9a46-8722001ec2bb,Person,Snowball,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",Snowball
4877a649-7b6a-4cee-9a46-8722001ec2bb,Location,harness-room,"{'name': None, 'gender': None, 'role': None, 'description': None, 'birthDate': None, 'deathDate': None, 'affiliation': None}",harness-room
